Posted On,BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Currency
7/7/2022,2,5320000,600,1 out of 5,Carpet Area,Denpasar,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
4/29/2022,1,3420000,450,2 out of 4,Super Area,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/4/2022,1,5700000,400,3 out of 6,Super Area,Malang,Unfurnished,Bachelors,1,Contact Owner,IDR
7/6/2022,3,8550000,985,Lower Basement out of 18,Carpet Area,Jakarta,Unfurnished,Family,3,Contact Agent,IDR
5/27/2022,3,24700000,1450,3 out of 7,Carpet Area,Surabaya,Unfurnished,Bachelors,3,Contact Agent,IDR
5/27/2022,2,11020000,650,15 out of 24,Carpet Area,Bandung,Semi-Furnished,Family,2,Contact Agent,IDR
7/6/2022,2,12350000,805,48 out of 68,Carpet Area,Medan,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
5/27/2022,1,4560000,650,3 out of 4,Super Area,Semarang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
7/9/2022,1,10355000,515,12 out of 42,Carpet Area,Makassar,Unfurnished,Bachelors/Family,1,Contact Agent,IDR
6/12/2022,3,13300000,1000,15 out of 20,Carpet Area,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
6/7/2022,3,12730000,1050,6 out of 8,Carpet Area,Denpasar,Semi-Furnished,Family,3,Contact Agent,IDR
7/9/2022,2,14250000,777,17 out of 22,Carpet Area,Palembang,Furnished,Bachelors/Family,2,Contact Agent,IDR
6/11/2022,2,8550000,831,16 out of 22,Carpet Area,Malang,Unfurnished,Family,2,Contact Agent,IDR
7/6/2022,3,18620000,1233,35 out of 68,Carpet Area,Jakarta,Semi-Furnished,Bachelors/Family,4,Contact Agent,IDR
6/11/2022,1,3040000,250,4 out of 10,Carpet Area,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/14/2022,2,18050000,900,18 out of 30,Carpet Area,Bandung,Semi-Furnished,Bachelors,2,Contact Agent,IDR
7/6/2022,2,7600000,753,11 out of 31,Carpet Area,Medan,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
6/10/2022,3,57000000,1800,8 out of 12,Carpet Area,Semarang,Furnished,Bachelors,3,Contact Agent,IDR
7/6/2022,2,15200000,670,5 out of 17,Carpet Area,Makassar,Unfurnished,Bachelors,2,Contact Agent,IDR
7/9/2022,4,72200000,2800,50 out of 75,Carpet Area,Yogyakarta,Semi-Furnished,Bachelors/Family,4,Contact Agent,IDR
7/9/2022,3,30400000,1197,18 out of 26,Carpet Area,Denpasar,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
6/27/2022,2,8360000,880,12 out of 27,Carpet Area,Palembang,Unfurnished,Bachelors,2,Contact Owner,IDR
5/16/2022,2,38000000,1000,7 out of 8,Carpet Area,Malang,Furnished,Bachelors/Family,2,Contact Agent,IDR
4/29/2022,2,12350000,935,2 out of 7,Super Area,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,2,9500000,751,16 out of 20,Carpet Area,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
7/4/2022,1,1140000,200,Ground out of 5,Super Area,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/13/2022,4,53200000,2500,24 out of 55,Carpet Area,Medan,Semi-Furnished,Bachelors/Family,6,Contact Agent,IDR
7/9/2022,1,8740000,500,6 out of 8,Carpet Area,Semarang,Furnished,Family,1,Contact Agent,IDR
5/31/2022,1,6650000,430,15 out of 23,Carpet Area,Makassar,Furnished,Bachelors/Family,1,Contact Agent,IDR
7/6/2022,3,14250000,1088,16 out of 37,Carpet Area,Yogyakarta,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
5/10/2022,1,3800000,330,4 out of 8,Carpet Area,Denpasar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
4/29/2022,1,4750000,400,Upper Basement out of 7,Carpet Area,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/27/2022,3,20900000,1200,6 out of 15,Carpet Area,Malang,Furnished,Bachelors/Family,3,Contact Agent,IDR
6/28/2022,2,5605000,700,2 out of 7,Carpet Area,Jakarta,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
7/9/2022,3,10070000,1000,16 out of 32,Carpet Area,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
6/12/2022,2,16150000,750,11 out of 27,Carpet Area,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
6/12/2022,1,4940000,450,6 out of 10,Carpet Area,Medan,Unfurnished,Bachelors,2,Contact Agent,IDR
4/29/2022,1,6270000,640,11 out of 23,Super Area,Semarang,Furnished,Bachelors/Family,2,Contact Owner,IDR
7/8/2022,3,34200000,1190,5 out of 12,Carpet Area,Makassar,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
6/23/2022,3,13300000,850,5 out of 8,Super Area,Yogyakarta,Unfurnished,Bachelors,3,Contact Agent,IDR
7/7/2022,1,3230000,330,Ground out of 7,Carpet Area,Denpasar,Semi-Furnished,Bachelors/Family,1,Contact Agent,IDR
5/13/2022,2,7030000,685,10 out of 18,Carpet Area,Palembang,Semi-Furnished,Bachelors,2,Contact Agent,IDR
6/12/2022,1,5130000,400,6 out of 10,Carpet Area,Malang,Unfurnished,Bachelors,2,Contact Agent,IDR
6/15/2022,1,6745000,500,8 out of 13,Carpet Area,Jakarta,Furnished,Bachelors/Family,2,Contact Agent,IDR
5/24/2022,1,4560000,550,2 out of 4,Carpet Area,Surabaya,Unfurnished,Bachelors,1,Contact Agent,IDR
6/11/2022,4,47500000,2500,2 out of 8,Carpet Area,Bandung,Unfurnished,Bachelors/Family,4,Contact Agent,IDR
5/14/2022,3,34200000,1100,6 out of 15,Carpet Area,Medan,Furnished,Family,3,Contact Agent,IDR
5/31/2022,2,3515000,650,3 out of 12,Carpet Area,Semarang,Unfurnished,Family,2,Contact Agent,IDR
7/9/2022,3,38000000,1400,8 out of 17,Carpet Area,Makassar,Furnished,Bachelors/Family,3,Contact Agent,IDR
7/4/2022,2,13300000,1050,14 out of 15,Carpet Area,Yogyakarta,Furnished,Bachelors/Family,2,Contact Agent,IDR
6/4/2022,3,10450000,850,6 out of 7,Carpet Area,Denpasar,Unfurnished,Bachelors,3,Contact Agent,IDR
5/23/2022,1,4560000,550,Ground out of 4,Carpet Area,Palembang,Unfurnished,Bachelors,1,Contact Agent,IDR
6/23/2022,2,10450000,750,5 out of 8,Carpet Area,Malang,Furnished,Bachelors/Family,2,Contact Agent,IDR
7/9/2022,3,28500000,1350,23 out of 25,Carpet Area,Jakarta,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
6/25/2022,2,9500000,800,5 out of 8,Carpet Area,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
7/6/2022,4,57000000,2650,14 out of 48,Carpet Area,Bandung,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
7/6/2022,3,17119000,975,29 out of 35,Carpet Area,Medan,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
6/16/2022,3,10830000,1325,15 out of 36,Carpet Area,Semarang,Furnished,Bachelors/Family,4,Contact Agent,IDR
4/29/2022,2,7600000,700,3 out of 6,Super Area,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/9/2022,2,15200000,700,3 out of 8,Carpet Area,Yogyakarta,Furnished,Family,2,Contact Agent,IDR
6/23/2022,2,18050000,850,15 out of 25,Carpet Area,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
6/22/2022,1,2660000,305,10 out of 24,Carpet Area,Palembang,Unfurnished,Bachelors,1,Contact Agent,IDR
6/14/2022,2,9500000,850,8 out of 10,Carpet Area,Malang,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
6/14/2022,2,8170000,724,6 out of 11,Carpet Area,Jakarta,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
6/12/2022,2,10450000,650,8 out of 16,Carpet Area,Surabaya,Furnished,Bachelors,2,Contact Agent,IDR
6/16/2022,2,6650000,650,5 out of 7,Carpet Area,Bandung,Unfurnished,Family,2,Contact Agent,IDR
6/15/2022,2,6270000,700,15 out of 28,Carpet Area,Medan,Unfurnished,Bachelors,2,Contact Agent,IDR
5/26/2022,2,8930000,785,4 out of 7,Carpet Area,Semarang,Furnished,Bachelors/Family,2,Contact Agent,IDR
6/27/2022,3,14250000,1250,15 out of 20,Carpet Area,Makassar,Semi-Furnished,Family,3,Contact Agent,IDR
7/7/2022,4,8550000,1016,3 out of 36,Carpet Area,Yogyakarta,Unfurnished,Bachelors/Family,3,Contact Agent,IDR
5/28/2022,1,6840000,380,12 out of 20,Carpet Area,Denpasar,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
5/14/2022,1,7600000,475,18 out of 23,Carpet Area,Palembang,Unfurnished,Bachelors,1,Contact Agent,IDR
7/3/2022,1,7600000,444,8 out of 11,Carpet Area,Malang,Unfurnished,Bachelors,2,Contact Agent,IDR
6/20/2022,2,6080000,640,6 out of 20,Carpet Area,Jakarta,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
6/2/2022,1,3230000,320,23 out of 23,Carpet Area,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/13/2022,3,14630000,1100,16 out of 21,Carpet Area,Bandung,Unfurnished,Bachelors/Family,4,Contact Agent,IDR
6/16/2022,4,55100000,1500,5 out of 15,Carpet Area,Medan,Furnished,Bachelors/Family,3,Contact Agent,IDR
5/18/2022,2,6650000,650,6 out of 8,Carpet Area,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
5/19/2022,1,7600000,508,16 out of 18,Carpet Area,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
7/9/2022,4,47500000,2500,2 out of 10,Carpet Area,Yogyakarta,Furnished,Bachelors/Family,4,Contact Agent,IDR
5/22/2022,2,8930000,720,Upper Basement out of 16,Carpet Area,Denpasar,Unfurnished,Bachelors,2,Contact Agent,IDR
4/29/2022,2,9500000,750,Ground out of 5,Super Area,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/27/2022,1,6080000,430,2 out of 3,Carpet Area,Malang,Unfurnished,Family,1,Contact Agent,IDR
6/20/2022,2,1520000,623,6 out of 7,Carpet Area,Jakarta,Unfurnished,Family,2,Contact Agent,IDR
7/9/2022,3,45600000,1358,40 out of 50,Carpet Area,Surabaya,Semi-Furnished,Family,4,Contact Agent,IDR
7/7/2022,3,16150000,1000,4 out of 11,Carpet Area,Bandung,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
6/28/2022,3,12350000,1100,25 out of 28,Carpet Area,Medan,Unfurnished,Bachelors,3,Contact Agent,IDR
7/3/2022,3,14250000,1255,12 out of 17,Carpet Area,Semarang,Furnished,Bachelors/Family,3,Contact Owner,IDR
5/27/2022,1,5035000,450,5 out of 8,Carpet Area,Makassar,Furnished,Family,2,Contact Agent,IDR
6/16/2022,2,8550000,650,3 out of 7,Carpet Area,Yogyakarta,Furnished,Bachelors/Family,2,Contact Agent,IDR
7/6/2022,2,18050000,955,34 out of 40,Carpet Area,Denpasar,Semi-Furnished,Bachelors,2,Contact Agent,IDR
5/22/2022,2,7220000,700,Upper Basement out of 22,Carpet Area,Palembang,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
7/6/2022,3,49400000,1915,8 out of 23,Super Area,Malang,Semi-Furnished,Family,4,Contact Agent,IDR
6/3/2022,4,57000000,2308,9 out of 31,Carpet Area,Jakarta,Semi-Furnished,Bachelors/Family,6,Contact Agent,IDR
7/9/2022,3,34200000,1250,11 out of 13,Carpet Area,Surabaya,Semi-Furnished,Family,3,Contact Agent,IDR
6/4/2022,2,7600000,625,6 out of 14,Carpet Area,Bandung,Semi-Furnished,Bachelors,2,Contact Agent,IDR
5/17/2022,4,57000000,2200,7 out of 8,Carpet Area,Medan,Furnished,Family,4,Contact Agent,IDR
6/20/2022,2,16150000,870,5 out of 21,Carpet Area,Semarang,Furnished,Bachelors/Family,2,Contact Agent,IDR
6/4/2022,3,20900000,1300,4 out of 12,Carpet Area,Makassar,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
6/23/2022,2,7600000,750,2 out of 8,Carpet Area,Yogyakarta,Unfurnished,Family,2,Contact Agent,IDR
7/6/2022,2,8550000,750,2 out of 8,Super Area,Denpasar,Furnished,Bachelors,2,Contact Owner,IDR
6/4/2022,2,9880000,550,3 out of 9,Carpet Area,Palembang,Furnished,Bachelors/Family,2,Contact Agent,IDR
7/6/2022,4,17100000,1250,2 out of 7,Carpet Area,Malang,Furnished,Family,4,Contact Agent,IDR
7/9/2022,3,26600000,1400,11 out of 13,Carpet Area,Jakarta,Semi-Furnished,Family,3,Contact Agent,IDR
6/23/2022,3,28500000,1330,32 out of 59,Carpet Area,Surabaya,Semi-Furnished,Family,4,Contact Agent,IDR
6/23/2022,3,12350000,1000,5 out of 10,Carpet Area,Bandung,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
5/31/2022,2,9500000,770,4 out of 14,Carpet Area,Medan,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
6/16/2022,2,10260000,800,3 out of 7,Carpet Area,Semarang,Unfurnished,Family,2,Contact Agent,IDR
5/29/2022,4,34200000,1691,20 out of 32,Carpet Area,Makassar,Semi-Furnished,Bachelors/Family,6,Contact Agent,IDR
5/14/2022,1,11400000,550,12 out of 20,Carpet Area,Yogyakarta,Furnished,Bachelors,2,Contact Agent,IDR
7/9/2022,2,12350000,800,10 out of 14,Carpet Area,Denpasar,Unfurnished,Family,2,Contact Agent,IDR
7/9/2022,2,6650000,615,6 out of 14,Carpet Area,Palembang,Unfurnished,Family,2,Contact Agent,IDR
6/25/2022,2,8170000,663,25 out of 43,Carpet Area,Malang,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
6/16/2022,1,3800000,400,3 out of 4,Carpet Area,Jakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/4/2022,2,10830000,625,9 out of 18,Carpet Area,Surabaya,Furnished,Bachelors,2,Contact Agent,IDR
6/16/2022,4,24700000,1432,12 out of 20,Carpet Area,Bandung,Unfurnished,Bachelors/Family,3,Contact Agent,IDR
5/24/2022,1,4750000,425,3 out of 5,Carpet Area,Medan,Unfurnished,Bachelors,1,Contact Agent,IDR
6/12/2022,2,10640000,649,5 out of 22,Carpet Area,Semarang,Semi-Furnished,Bachelors,2,Contact Agent,IDR
5/14/2022,2,10450000,905,10 out of 37,Carpet Area,Makassar,Unfurnished,Bachelors,2,Contact Agent,IDR
4/27/2022,2,3420000,882,10 out of 22,Super Area,Yogyakarta,Unfurnished,Bachelors,2,Contact Owner,IDR
6/27/2022,3,19000000,1200,4 out of 15,Carpet Area,Denpasar,Furnished,Bachelors/Family,3,Contact Agent,IDR
5/31/2022,2,14440000,736,16 out of 36,Carpet Area,Palembang,Unfurnished,Family,2,Contact Agent,IDR
7/9/2022,3,51300000,1710,25 out of 48,Carpet Area,Malang,Furnished,Bachelors/Family,3,Contact Agent,IDR
6/24/2022,1,8550000,225,3 out of 6,Carpet Area,Jakarta,Unfurnished,Bachelors,1,Contact Owner,IDR
5/22/2022,2,7410000,720,Upper Basement out of 22,Carpet Area,Surabaya,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
6/7/2022,1,2375000,555,6 out of 7,Super Area,Bandung,Unfurnished,Bachelors,1,Contact Owner,IDR
7/7/2022,1,6650000,415,2 out of 7,Super Area,Medan,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/12/2022,2,10450000,649,4 out of 22,Carpet Area,Semarang,Semi-Furnished,Bachelors,2,Contact Agent,IDR
6/15/2022,3,17100000,1000,3 out of 3,Carpet Area,Makassar,Furnished,Bachelors,2,Contact Agent,IDR
6/4/2022,2,47500000,1300,Upper Basement out of 10,Carpet Area,Yogyakarta,Furnished,Bachelors/Family,2,Contact Agent,IDR
6/24/2022,2,4750000,1065,15 out of 15,Super Area,Denpasar,Furnished,Bachelors/Family,2,Contact Owner,IDR
7/8/2022,2,17100000,854,15 out of 20,Carpet Area,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
6/27/2022,3,22800000,1200,5 out of 14,Carpet Area,Malang,Furnished,Bachelors/Family,3,Contact Agent,IDR
6/6/2022,1,10450000,500,8 out of 18,Carpet Area,Jakarta,Unfurnished,Bachelors,1,Contact Agent,IDR
5/31/2022,3,13300000,906,7 out of 10,Carpet Area,Surabaya,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
6/22/2022,3,57000000,1800,11 out of 11,Carpet Area,Bandung,Furnished,Bachelors/Family,4,Contact Agent,IDR
5/26/2022,2,4750000,500,1 out of 3,Carpet Area,Medan,Furnished,Bachelors/Family,1,Contact Owner,IDR
6/16/2022,1,6650000,450,2 out of 7,Super Area,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
7/9/2022,3,22800000,1130,3 out of 7,Carpet Area,Makassar,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
6/4/2022,1,5130000,495,5 out of 7,Super Area,Yogyakarta,Furnished,Bachelors/Family,2,Contact Owner,IDR
5/19/2022,1,4750000,407,5 out of 23,Super Area,Denpasar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/16/2022,3,28500000,1092,60 out of 77,Carpet Area,Palembang,Semi-Furnished,Family,3,Contact Agent,IDR
7/7/2022,2,6080000,610,11 out of 18,Carpet Area,Malang,Unfurnished,Family,2,Contact Agent,IDR
7/7/2022,1,7600000,500,13 out of 14,Super Area,Jakarta,Furnished,Bachelors/Family,2,Contact Owner,IDR
5/31/2022,2,9880000,750,4 out of 20,Carpet Area,Surabaya,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
6/18/2022,2,15200000,750,6 out of 16,Carpet Area,Bandung,Furnished,Bachelors,2,Contact Agent,IDR
6/23/2022,2,10450000,850,6 out of 10,Carpet Area,Medan,Furnished,Bachelors/Family,2,Contact Agent,IDR
6/4/2022,1,5700000,350,5 out of 16,Carpet Area,Semarang,Unfurnished,Bachelors/Family,1,Contact Agent,IDR
6/4/2022,1,3800000,300,2 out of 12,Carpet Area,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Agent,IDR
5/23/2022,1,16150000,695,2 out of 7,Carpet Area,Yogyakarta,Furnished,Bachelors/Family,2,Contact Agent,IDR
6/16/2022,1,7600000,415,15 out of 22,Carpet Area,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
6/25/2022,1,3990000,450,3 out of 13,Carpet Area,Palembang,Unfurnished,Bachelors,2,Contact Agent,IDR
6/23/2022,3,8170000,850,8 out of 14,Carpet Area,Malang,Unfurnished,Family,3,Contact Agent,IDR
5/11/2022,2,11020000,805,30 out of 58,Carpet Area,Jakarta,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
7/6/2022,2,24700000,700,7 out of 10,Carpet Area,Surabaya,Furnished,Bachelors/Family,2,Contact Agent,IDR
4/13/2022,3,49400000,1800,10 out of 11,Carpet Area,Bandung,Furnished,Family,4,Contact Agent,IDR
6/27/2022,2,8740000,669,15 out of 43,Carpet Area,Medan,Unfurnished,Bachelors,2,Contact Agent,IDR
6/23/2022,1,1235000,325,7 out of 16,Carpet Area,Semarang,Unfurnished,Family,1,Contact Agent,IDR
5/31/2022,1,3990000,600,5 out of 6,Super Area,Makassar,Furnished,Bachelors/Family,1,Contact Owner,IDR
5/22/2022,2,8740000,725,Upper Basement out of 16,Carpet Area,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
6/3/2022,2,11400000,750,5 out of 9,Carpet Area,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
6/29/2022,3,12350000,1050,13 out of 21,Carpet Area,Palembang,Semi-Furnished,Bachelors,3,Contact Agent,IDR
5/19/2022,2,2850000,600,18 out of 28,Carpet Area,Malang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/28/2022,2,24700000,1000,10 out of 13,Carpet Area,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
7/4/2022,3,17100000,1110,9 out of 55,Carpet Area,Surabaya,Furnished,Bachelors/Family,3,Contact Agent,IDR
7/9/2022,2,11780000,650,11 out of 25,Carpet Area,Bandung,Unfurnished,Family,2,Contact Agent,IDR
6/8/2022,3,30400000,1100,8 out of 10,Carpet Area,Medan,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
6/23/2022,3,15200000,1100,15 out of 28,Carpet Area,Semarang,Unfurnished,Bachelors/Family,3,Contact Agent,IDR
7/4/2022,3,15200000,1110,49 out of 55,Carpet Area,Makassar,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
6/28/2022,3,10450000,999,14 out of 23,Carpet Area,Yogyakarta,Semi-Furnished,Family,2,Contact Agent,IDR
6/22/2022,3,19000000,1000,2 out of 4,Carpet Area,Denpasar,Furnished,Bachelors/Family,3,Contact Agent,IDR
7/9/2022,4,38000000,2200,11 out of 20,Carpet Area,Palembang,Semi-Furnished,Bachelors/Family,5,Contact Agent,IDR
6/2/2022,3,19000000,1256,10 out of 22,Carpet Area,Malang,Furnished,Family,3,Contact Agent,IDR
7/6/2022,2,15105000,750,17 out of 20,Carpet Area,Jakarta,Semi-Furnished,Family,2,Contact Agent,IDR
7/6/2022,3,16055000,889,7 out of 27,Carpet Area,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
6/12/2022,2,19000000,750,14 out of 27,Carpet Area,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
5/17/2022,1,2470000,385,6 out of 20,Carpet Area,Medan,Unfurnished,Family,1,Contact Agent,IDR
6/16/2022,4,19000000,1454,5 out of 7,Carpet Area,Semarang,Unfurnished,Bachelors/Family,4,Contact Agent,IDR
7/6/2022,1,6650000,480,1 out of 7,Carpet Area,Makassar,Semi-Furnished,Family,2,Contact Agent,IDR
5/23/2022,2,13680000,660,12 out of 22,Carpet Area,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
6/22/2022,3,34200000,1600,9 out of 16,Carpet Area,Denpasar,Furnished,Bachelors/Family,3,Contact Agent,IDR
7/6/2022,1,4940000,434,5 out of 22,Carpet Area,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
5/31/2022,3,13680000,1121,7 out of 14,Carpet Area,Malang,Unfurnished,Bachelors/Family,3,Contact Agent,IDR
6/28/2022,1,1520000,620,6 out of 8,Super Area,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/7/2022,3,24700000,937,16 out of 27,Carpet Area,Surabaya,Furnished,Family,2,Contact Agent,IDR
6/12/2022,1,9880000,470,6 out of 7,Carpet Area,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
6/12/2022,1,2470000,410,2 out of 7,Carpet Area,Medan,Unfurnished,Family,1,Contact Agent,IDR
6/16/2022,3,8550000,850,5 out of 7,Carpet Area,Semarang,Unfurnished,Family,3,Contact Agent,IDR
7/9/2022,3,34200000,1500,15 out of 20,Carpet Area,Makassar,Furnished,Bachelors/Family,4,Contact Agent,IDR
7/9/2022,2,11970000,888,12 out of 20,Carpet Area,Yogyakarta,Furnished,Bachelors/Family,2,Contact Agent,IDR
6/28/2022,1,1425000,380,3 out of 7,Carpet Area,Denpasar,Unfurnished,Bachelors,2,Contact Owner,IDR
7/6/2022,1,5700000,360,4 out of 20,Carpet Area,Palembang,Unfurnished,Bachelors/Family,1,Contact Agent,IDR
7/7/2022,1,5415000,565,1 out of 8,Super Area,Malang,Furnished,Bachelors/Family,2,Contact Owner,IDR
7/7/2022,3,19000000,2000,25 out of 50,Super Area,Jakarta,Semi-Furnished,Bachelors/Family,4,Contact Agent,IDR
6/23/2022,4,51300000,1358,25 out of 50,Carpet Area,Surabaya,Semi-Furnished,Family,4,Contact Agent,IDR
7/9/2022,2,7220000,661,17 out of 36,Carpet Area,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
7/6/2022,1,4940000,450,9 out of 20,Carpet Area,Medan,Unfurnished,Family,2,Contact Agent,IDR
5/14/2022,3,13300000,1300,6 out of 30,Carpet Area,Semarang,Unfurnished,Bachelors,3,Contact Agent,IDR
6/4/2022,2,7790000,600,4 out of 8,Carpet Area,Makassar,Furnished,Family,2,Contact Agent,IDR
4/27/2022,2,5130000,900,Ground out of 4,Super Area,Yogyakarta,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
6/30/2022,1,10070000,379,21 out of 23,Carpet Area,Denpasar,Semi-Furnished,Bachelors,1,Contact Agent,IDR
5/18/2022,2,12350000,805,8 out of 58,Carpet Area,Palembang,Semi-Furnished,Family,3,Contact Agent,IDR
5/14/2022,1,16150000,650,3 out of 8,Super Area,Malang,Furnished,Bachelors/Family,2,Contact Owner,IDR
4/28/2022,1,1140000,500,8 out of 10,Super Area,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/20/2022,1,8170000,480,5 out of 7,Carpet Area,Surabaya,Furnished,Family,2,Contact Agent,IDR
6/23/2022,2,12350000,550,1 out of 7,Super Area,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/8/2022,3,53200000,1600,5 out of 12,Carpet Area,Medan,Furnished,Bachelors/Family,3,Contact Agent,IDR
